true,restored,edge_type
"['10.1055/s-2002-36346', 'Recife/PE']","['10.1055/s-2002-36346', ['Mogi Guacu/SP', 'Araraquara/SP', 'Belem/PA', 'Sao Paulo/SP', 'Ibirama/SC', 'Pocos De Caldas/MG', 'Sao Carlos/SP', 'Campinas/SP', 'N/A/MG', 'Manaus/AM', 'Ribeirao Preto/SP', 'Sao Miguel Arcanjo/SP', 'Peruibe/SP', 'Rio Claro/SP', 'Cordeiropolis/SP', 'Maues/AM', 'Sao Sebastiao Do Passe/BA', 'Itacoatiara/AM', 'Teodoro Sampaio/SP', 'N/A/ES', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Urucuca/BA', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Igarape-acu/PA', 'N/A/AM', 'Londrina/PR', 'Murici/AL', 'Rifaina/SP', 'Ibate/SP', 'Rio Verde/GO', 'N/A/MS', 'Rio De Janeiro/RJ', 'N/A/CE', 'N/A/SP', 'Itaituba/PA', 'Santarem/PA', 'Iguape/SP', 'Itirapina/SP', 'Pirenopolis/GO', 'Piracicaba/SP', 'Recife/PE', 'Goiania/GO', 'Chapada Dos Guimaraes/MT', 'Cunha/SP', 'Cuiaba/MT', 'Lavras/MG', 'Corumba/MS', 'N/A/SP, Cedrela fissilis', 'Vicosa/MG', 'Apore/GO', 'N/A/PE']]",doi_collectionSite
"['10.3390/molecules15129205', 'Sao Paulo/SP']","['10.3390/molecules15129205', ['Mogi Guacu/SP', 'Araraquara/SP', 'Belem/PA', 'Pocos De Caldas/MG', 'Sao Paulo/SP', 'Campinas/SP', 'Sao Carlos/SP', 'Sao Miguel Arcanjo/SP', 'N/A/MG', 'Cordeiropolis/SP', 'Peruibe/SP', 'Ibirama/SC', 'Rio Claro/SP', 'Ribeirao Preto/SP', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Manaus/AM', 'Itacoatiara/AM', 'Rifaina/SP', 'Sao Sebastiao Do Passe/BA', 'Murici/AL', 'Maues/AM', 'N/A/ES', 'Urucuca/BA', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'N/A/AM', 'Teodoro Sampaio/SP', 'Londrina/PR', 'Igarape-acu/PA', 'Ibate/SP', 'Rio De Janeiro/RJ', 'Rio Verde/GO', 'N/A/CE', 'N/A/MS', 'Itaituba/PA', 'Santarem/PA', 'N/A/SP', 'Iguape/SP', 'Itirapina/SP', 'Pirenopolis/GO', 'Piracicaba/SP', 'Recife/PE', 'Goiania/GO', 'Chapada Dos Guimaraes/MT', 'Cunha/SP', 'Cuiaba/MT', 'Lavras/MG', 'Corumba/MS', 'N/A/SP, Cedrela fissilis', 'Vicosa/MG', 'Apore/GO', 'N/A/PE']]",doi_collectionSite
"['10.1016/j.phytochem.2007.08.012', 'Ibate/SP']","['10.1016/j.phytochem.2007.08.012', ['Araraquara/SP', 'Mogi Guacu/SP', 'Sao Paulo/SP', 'Belem/PA', 'Sao Carlos/SP', 'Ibirama/SC', 'Pocos De Caldas/MG', 'Campinas/SP', 'Manaus/AM', 'N/A/MG', 'Cordeiropolis/SP', 'Ribeirao Preto/SP', 'Peruibe/SP', 'Maues/AM', 'Sao Miguel Arcanjo/SP', 'Rio Claro/SP', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Urucuca/BA', 'Itacoatiara/AM', 'Murici/AL', 'Ibate/SP', 'N/A/ES', 'Sao Sebastiao Do Passe/BA', 'Rifaina/SP', 'N/A/AM', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Teodoro Sampaio/SP', 'Londrina/PR', 'Igarape-acu/PA', 'Rio De Janeiro/RJ', 'Rio Verde/GO', 'N/A/MS', 'N/A/CE', 'N/A/SP', 'Itaituba/PA', 'Santarem/PA', 'Iguape/SP', 'Pirenopolis/GO', 'Itirapina/SP', 'Piracicaba/SP', 'Recife/PE', 'Goiania/GO', 'Chapada Dos Guimaraes/MT', 'Cunha/SP', 'Cuiaba/MT', 'Lavras/MG', 'Corumba/MS', 'N/A/SP, Cedrela fissilis', 'Vicosa/MG', 'Apore/GO', 'N/A/PE']]",doi_collectionSite
"['10.1248/bpb.31.538', 'Araraquara/SP']","['10.1248/bpb.31.538', ['Araraquara/SP', 'Sao Paulo/SP', 'Mogi Guacu/SP', 'Belem/PA', 'Ibirama/SC', 'Campinas/SP', 'Pocos De Caldas/MG', 'Sao Carlos/SP', 'Peruibe/SP', 'Cordeiropolis/SP', 'N/A/MG', 'Sao Miguel Arcanjo/SP', 'Maues/AM', 'Rio Claro/SP', 'Manaus/AM', 'Ribeirao Preto/SP', 'Itacoatiara/AM', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Urucuca/BA', 'N/A/ES', 'Ibate/SP', 'Murici/AL', 'Sao Sebastiao Do Passe/BA', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'N/A/AM', 'Londrina/PR', 'Igarape-acu/PA', 'Rio Verde/GO', 'Teodoro Sampaio/SP', 'Rifaina/SP', 'Rio De Janeiro/RJ', 'N/A/MS', 'N/A/SP', 'N/A/CE', 'Itaituba/PA', 'Santarem/PA', 'Iguape/SP', 'Itirapina/SP', 'Pirenopolis/GO', 'Piracicaba/SP', 'Recife/PE', 'Goiania/GO', 'Chapada Dos Guimaraes/MT', 'Cunha/SP', 'Cuiaba/MT', 'Lavras/MG', 'Corumba/MS', 'N/A/SP, Cedrela fissilis', 'Vicosa/MG', 'Apore/GO', 'N/A/PE']]",doi_collectionSite
"['10.1016/j.phytochem.2008.01.006', 'Sao Paulo/SP']","['10.1016/j.phytochem.2008.01.006', ['Mogi Guacu/SP', 'Belem/PA', 'Araraquara/SP', 'Sao Paulo/SP', 'Sao Carlos/SP', 'Ibirama/SC', 'Pocos De Caldas/MG', 'N/A/MG', 'Peruibe/SP', 'Campinas/SP', 'Cordeiropolis/SP', 'Rio Claro/SP', 'Ribeirao Preto/SP', 'Manaus/AM', 'Itacoatiara/AM', 'Sao Miguel Arcanjo/SP', 'Teodoro Sampaio/SP', 'Maues/AM', 'Urucuca/BA', 'N/A/ES', 'Sao Sebastiao Do Passe/BA', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Igarape-acu/PA', 'Murici/AL', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Rifaina/SP', 'N/A/AM', 'Londrina/PR', 'Ibate/SP', 'Rio Verde/GO', 'Rio De Janeiro/RJ', 'N/A/CE', 'N/A/MS', 'Itaituba/PA', 'Santarem/PA', 'N/A/SP', 'Iguape/SP', 'Itirapina/SP', 'Pirenopolis/GO', 'Piracicaba/SP', 'Recife/PE', 'Goiania/GO', 'Chapada Dos Guimaraes/MT', 'Cunha/SP', 'Cuiaba/MT', 'Lavras/MG', 'Corumba/MS', 'N/A/SP, Cedrela fissilis', 'Vicosa/MG', 'Apore/GO', 'N/A/PE']]",doi_collectionSite
"['10.1016/j.phytol.2010.11.003', 'Mogi Guacu/SP']","['10.1016/j.phytol.2010.11.003', ['Mogi Guacu/SP', 'Araraquara/SP', 'Belem/PA', 'Sao Paulo/SP', 'Sao Carlos/SP', 'Pocos De Caldas/MG', 'N/A/MG', 'Campinas/SP', 'Ibirama/SC', 'Peruibe/SP', 'Ribeirao Preto/SP', 'Cordeiropolis/SP', 'Sao Miguel Arcanjo/SP', 'Rio Claro/SP', 'Manaus/AM', 'Maues/AM', 'Itacoatiara/AM', 'Urucuca/BA', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Sao Sebastiao Do Passe/BA', 'Teodoro Sampaio/SP', 'Igarape-acu/PA', 'N/A/ES', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Rifaina/SP', 'Murici/AL', 'N/A/AM', 'Londrina/PR', 'Ibate/SP', 'Rio Verde/GO', 'Rio De Janeiro/RJ', 'N/A/MS', 'N/A/CE', 'Itaituba/PA', 'N/A/SP', 'Santarem/PA', 'Iguape/SP', 'Pirenopolis/GO', 'Itirapina/SP', 'Piracicaba/SP', 'Recife/PE', 'Goiania/GO', 'Chapada Dos Guimaraes/MT', 'Cunha/SP', 'Cuiaba/MT', 'Lavras/MG', 'Corumba/MS', 'N/A/SP, Cedrela fissilis', 'Vicosa/MG', 'Apore/GO', 'N/A/PE']]",doi_collectionSite
"['10.1021/np049863m', 'Belem/PA']","['10.1021/np049863m', ['Sao Paulo/SP', 'Araraquara/SP', 'Ibirama/SC', 'Mogi Guacu/SP', 'Belem/PA', 'Campinas/SP', 'Sao Carlos/SP', 'Pocos De Caldas/MG', 'N/A/MG', 'Peruibe/SP', 'Manaus/AM', 'Sao Miguel Arcanjo/SP', 'Ribeirao Preto/SP', 'Cordeiropolis/SP', 'Rio Claro/SP', 'Maues/AM', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'N/A/ES', 'Ibate/SP', 'Itacoatiara/AM', 'Rifaina/SP', 'Urucuca/BA', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Murici/AL', 'Sao Sebastiao Do Passe/BA', 'N/A/AM', 'Londrina/PR', 'Igarape-acu/PA', 'Rio Verde/GO', 'Teodoro Sampaio/SP', 'Rio De Janeiro/RJ', 'N/A/MS', 'N/A/CE', 'N/A/SP', 'Itaituba/PA', 'Santarem/PA', 'Iguape/SP', 'Pirenopolis/GO', 'Piracicaba/SP', 'Itirapina/SP', 'Recife/PE', 'Goiania/GO', 'Chapada Dos Guimaraes/MT', 'Cunha/SP', 'Cuiaba/MT', 'Lavras/MG', 'Corumba/MS', 'N/A/SP, Cedrela fissilis', 'Vicosa/MG', 'Apore/GO', 'N/A/PE']]",doi_collectionSite
"['10.1016/j.micres.2004.06.003', 'Sao Carlos/SP']","['10.1016/j.micres.2004.06.003', ['Mogi Guacu/SP', 'Sao Paulo/SP', 'Araraquara/SP', 'Belem/PA', 'Pocos De Caldas/MG', 'Campinas/SP', 'Sao Miguel Arcanjo/SP', 'N/A/MG', 'Sao Carlos/SP', 'Rio Claro/SP', 'Ribeirao Preto/SP', 'Ibirama/SC', 'N/A/ES', 'Itacoatiara/AM', 'Manaus/AM', 'Cordeiropolis/SP', 'Sao Sebastiao Do Passe/BA', 'Peruibe/SP', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Rifaina/SP', 'Maues/AM', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Londrina/PR', 'Urucuca/BA', 'Murici/AL', 'Rio Verde/GO', 'N/A/AM', 'Teodoro Sampaio/SP', 'Igarape-acu/PA', 'Ibate/SP', 'Rio De Janeiro/RJ', 'N/A/MS', 'Itaituba/PA', 'N/A/CE', 'Santarem/PA', 'N/A/SP', 'Iguape/SP', 'Pirenopolis/GO', 'Itirapina/SP', 'Piracicaba/SP', 'Recife/PE', 'Goiania/GO', 'Chapada Dos Guimaraes/MT', 'Cunha/SP', 'Cuiaba/MT', 'Lavras/MG', 'Corumba/MS', 'N/A/SP, Cedrela fissilis', 'Vicosa/MG', 'Apore/GO', 'N/A/PE']]",doi_collectionSite
"['10.1515/znc-2009-11-1212', 'Mogi Guacu/SP']","['10.1515/znc-2009-11-1212', ['Pocos De Caldas/MG', 'Sao Paulo/SP', 'Belem/PA', 'Mogi Guacu/SP', 'Araraquara/SP', 'Campinas/SP', 'N/A/MG', 'Sao Carlos/SP', 'Ribeirao Preto/SP', 'Sao Miguel Arcanjo/SP', 'Ibirama/SC', 'Rio Claro/SP', 'Manaus/AM', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Maues/AM', 'Murici/AL', 'Sao Sebastiao Do Passe/BA', 'Peruibe/SP', 'Cordeiropolis/SP', 'Rifaina/SP', 'Urucuca/BA', 'Itacoatiara/AM', 'Londrina/PR', 'N/A/ES', 'N/A/AM', 'Ibate/SP', 'Teodoro Sampaio/SP', 'Igarape-acu/PA', 'Rio Verde/GO', 'Rio De Janeiro/RJ', 'N/A/MS', 'N/A/CE', 'Itaituba/PA', 'N/A/SP', 'Santarem/PA', 'Iguape/SP', 'Itirapina/SP', 'Pirenopolis/GO', 'Piracicaba/SP', 'Recife/PE', 'Goiania/GO', 'Chapada Dos Guimaraes/MT', 'Cunha/SP', 'Cuiaba/MT', 'Lavras/MG', 'Corumba/MS', 'N/A/SP, Cedrela fissilis', 'Vicosa/MG', 'Apore/GO', 'N/A/PE']]",doi_collectionSite
"['10.1080/14786410600907002', 'Campinas/SP']","['10.1080/14786410600907002', ['Sao Paulo/SP', 'Mogi Guacu/SP', 'Belem/PA', 'Araraquara/SP', 'Ibirama/SC', 'Campinas/SP', 'Pocos De Caldas/MG', 'Sao Carlos/SP', 'N/A/MG', 'Ribeirao Preto/SP', 'Rio Claro/SP', 'Maues/AM', 'Sao Miguel Arcanjo/SP', 'Manaus/AM', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Peruibe/SP', 'Urucuca/BA', 'Cordeiropolis/SP', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'N/A/ES', 'Itacoatiara/AM', 'Londrina/PR', 'Ibate/SP', 'Sao Sebastiao Do Passe/BA', 'Rifaina/SP', 'Murici/AL', 'N/A/AM', 'Teodoro Sampaio/SP', 'Igarape-acu/PA', 'Rio Verde/GO', 'N/A/MS', 'Rio De Janeiro/RJ', 'N/A/CE', 'N/A/SP', 'Itaituba/PA', 'Santarem/PA', 'Iguape/SP', 'Pirenopolis/GO', 'Itirapina/SP', 'Piracicaba/SP', 'Recife/PE', 'Goiania/GO', 'Chapada Dos Guimaraes/MT', 'Cunha/SP', 'Cuiaba/MT', 'Lavras/MG', 'Corumba/MS', 'N/A/SP, Cedrela fissilis', 'Vicosa/MG', 'Apore/GO', 'N/A/PE']]",doi_collectionSite
