true,restored,edge_type
"['10.1080/14786410802243271', 'N/A/SP']","['10.1080/14786410802243271', ['Ibirama/SC', 'Sao Paulo/SP', 'Sao Miguel Arcanjo/SP', 'Sao Carlos/SP', 'N/A/MG', 'Londrina/PR', 'Pocos De Caldas/MG', 'N/A/ES', 'Rio Claro/SP', 'Campinas/SP', 'Mogi Guacu/SP', 'Belem/PA', 'Araraquara/SP', 'Manaus/AM', 'Apore/GO', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Vicosa/MG', 'Cordeiropolis/SP', 'Ibate/SP', 'Teodoro Sampaio/SP', 'Cuiaba/MT', 'N/A/AM', 'Rio Verde/GO', 'Recife/PE', 'Peruibe/SP', 'Rio De Janeiro/RJ', 'Ribeirao Preto/SP', 'Goiania/GO', 'Iguape/SP', 'Itirapina/SP', 'Piracicaba/SP', 'N/A/SP', 'Igarape-acu/PA', 'Itaituba/PA', 'Maues/AM', 'Cunha/SP', 'Santarem/PA', 'Urucuca/BA', 'N/A/MS', 'Murici/AL', 'Chapada Dos Guimaraes/MT', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Sao Sebastiao Do Passe/BA', 'Lavras/MG', 'Rifaina/SP', 'Itacoatiara/AM', 'Corumba/MS', 'Pirenopolis/GO', 'N/A/PE', 'N/A/SP, Cedrela fissilis', 'N/A/CE']]",doi_collectionSite
"['10.1590/S0103-50532005000800008', 'Belem/PA']","['10.1590/S0103-50532005000800008', ['Ibirama/SC', 'Araraquara/SP', 'Sao Paulo/SP', 'Mogi Guacu/SP', 'N/A/ES', 'Ibate/SP', 'Londrina/PR', 'Belem/PA', 'Sao Carlos/SP', 'Pocos De Caldas/MG', 'N/A/MG', 'Manaus/AM', 'Campinas/SP', 'Sao Miguel Arcanjo/SP', 'Apore/GO', 'Cordeiropolis/SP', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Teodoro Sampaio/SP', 'Peruibe/SP', 'Rio Claro/SP', 'Goiania/GO', 'N/A/AM', 'Cuiaba/MT', 'Recife/PE', 'Rio Verde/GO', 'Vicosa/MG', 'Rio De Janeiro/RJ', 'Ribeirao Preto/SP', 'Iguape/SP', 'Itirapina/SP', 'Piracicaba/SP', 'N/A/SP', 'Igarape-acu/PA', 'Itaituba/PA', 'Maues/AM', 'Cunha/SP', 'Santarem/PA', 'Urucuca/BA', 'N/A/MS', 'Murici/AL', 'Chapada Dos Guimaraes/MT', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Sao Sebastiao Do Passe/BA', 'Lavras/MG', 'Rifaina/SP', 'Itacoatiara/AM', 'Corumba/MS', 'Pirenopolis/GO', 'N/A/PE', 'N/A/SP, Cedrela fissilis', 'N/A/CE']]",doi_collectionSite
"['10.1021/np060254j', 'Rifaina/SP']","['10.1021/np060254j', ['Ibirama/SC', 'Sao Paulo/SP', 'Pocos De Caldas/MG', 'Sao Miguel Arcanjo/SP', 'Sao Carlos/SP', 'Belem/PA', 'N/A/ES', 'Mogi Guacu/SP', 'N/A/MG', 'Rio Claro/SP', 'Araraquara/SP', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Campinas/SP', 'Manaus/AM', 'Ibate/SP', 'Londrina/PR', 'Apore/GO', 'Vicosa/MG', 'Cordeiropolis/SP', 'Teodoro Sampaio/SP', 'Recife/PE', 'Peruibe/SP', 'N/A/AM', 'Cuiaba/MT', 'Rio Verde/GO', 'Goiania/GO', 'Rio De Janeiro/RJ', 'Ribeirao Preto/SP', 'Iguape/SP', 'Itirapina/SP', 'Piracicaba/SP', 'N/A/SP', 'Igarape-acu/PA', 'Itaituba/PA', 'Maues/AM', 'Cunha/SP', 'Santarem/PA', 'Urucuca/BA', 'N/A/MS', 'Murici/AL', 'Chapada Dos Guimaraes/MT', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Sao Sebastiao Do Passe/BA', 'Lavras/MG', 'Rifaina/SP', 'Itacoatiara/AM', 'Corumba/MS', 'Pirenopolis/GO', 'N/A/PE', 'N/A/SP, Cedrela fissilis', 'N/A/CE']]",doi_collectionSite
"['10.1016/S0031-9422(99)00132-6', 'Ibate/SP']","['10.1016/S0031-9422(99)00132-6', ['Mogi Guacu/SP', 'Ibirama/SC', 'Araraquara/SP', 'N/A/ES', 'Sao Paulo/SP', 'Manaus/AM', 'N/A/MG', 'Belem/PA', 'Campinas/SP', 'Teodoro Sampaio/SP', 'Sao Carlos/SP', 'Ibate/SP', 'Cordeiropolis/SP', 'Pocos De Caldas/MG', 'Sao Miguel Arcanjo/SP', 'Apore/GO', 'Londrina/PR', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Goiania/GO', 'N/A/AM', 'Peruibe/SP', 'Recife/PE', 'Cuiaba/MT', 'Rio Claro/SP', 'Rio De Janeiro/RJ', 'Rio Verde/GO', 'Vicosa/MG', 'Ribeirao Preto/SP', 'Iguape/SP', 'Itirapina/SP', 'Piracicaba/SP', 'N/A/SP', 'Igarape-acu/PA', 'Itaituba/PA', 'Maues/AM', 'Cunha/SP', 'Santarem/PA', 'Urucuca/BA', 'N/A/MS', 'Murici/AL', 'Chapada Dos Guimaraes/MT', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Sao Sebastiao Do Passe/BA', 'Lavras/MG', 'Rifaina/SP', 'Itacoatiara/AM', 'Corumba/MS', 'Pirenopolis/GO', 'N/A/PE', 'N/A/SP, Cedrela fissilis', 'N/A/CE']]",doi_collectionSite
"['10.1016/j.bmc.2010.12.056', 'Campinas/SP']","['10.1016/j.bmc.2010.12.056', ['Ibirama/SC', 'Sao Paulo/SP', 'Mogi Guacu/SP', 'Belem/PA', 'Araraquara/SP', 'N/A/ES', 'Campinas/SP', 'Sao Miguel Arcanjo/SP', 'N/A/MG', 'Sao Carlos/SP', 'Manaus/AM', 'Pocos De Caldas/MG', 'Londrina/PR', 'Ibate/SP', 'Rio Claro/SP', 'Apore/GO', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Teodoro Sampaio/SP', 'Cordeiropolis/SP', 'Vicosa/MG', 'Peruibe/SP', 'Recife/PE', 'Cuiaba/MT', 'Goiania/GO', 'Rio Verde/GO', 'N/A/AM', 'Rio De Janeiro/RJ', 'Ribeirao Preto/SP', 'Iguape/SP', 'Itirapina/SP', 'Piracicaba/SP', 'N/A/SP', 'Igarape-acu/PA', 'Itaituba/PA', 'Maues/AM', 'Cunha/SP', 'Santarem/PA', 'Urucuca/BA', 'N/A/MS', 'Murici/AL', 'Chapada Dos Guimaraes/MT', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Sao Sebastiao Do Passe/BA', 'Lavras/MG', 'Rifaina/SP', 'Itacoatiara/AM', 'Corumba/MS', 'Pirenopolis/GO', 'N/A/PE', 'N/A/SP, Cedrela fissilis', 'N/A/CE']]",doi_collectionSite
"['10.1590/S1519-566X2008000600013', 'Itacoatiara/AM']","['10.1590/S1519-566X2008000600013', ['Iguape/SP', 'Ibirama/SC', 'Sao Carlos/SP', 'Piracicaba/SP', 'Sao Paulo/SP', 'Rio Claro/SP', 'Ibate/SP', 'Londrina/PR', 'N/A/ES', 'Itirapina/SP', 'Mogi Guacu/SP', 'Pocos De Caldas/MG', 'Manaus/AM', 'Araraquara/SP', 'N/A/MG', 'Sao Miguel Arcanjo/SP', 'Campinas/SP', 'Belem/PA', 'Apore/GO', 'Cordeiropolis/SP', 'Vicosa/MG', 'N/A/AM', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Rio Verde/GO', 'Teodoro Sampaio/SP', 'Peruibe/SP', 'Cuiaba/MT', 'Recife/PE', 'Rio De Janeiro/RJ', 'Goiania/GO', 'Ribeirao Preto/SP', 'N/A/SP', 'Igarape-acu/PA', 'Itaituba/PA', 'Maues/AM', 'Cunha/SP', 'Santarem/PA', 'Urucuca/BA', 'N/A/MS', 'Murici/AL', 'Chapada Dos Guimaraes/MT', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Sao Sebastiao Do Passe/BA', 'Lavras/MG', 'Rifaina/SP', 'Itacoatiara/AM', 'Corumba/MS', 'Pirenopolis/GO', 'N/A/PE', 'N/A/SP, Cedrela fissilis', 'N/A/CE']]",doi_collectionSite
"['10.5935/0103-5053.19960024', 'Mogi Guacu/SP']","['10.5935/0103-5053.19960024', ['Rifaina/SP', 'N/A/SP', 'Lavras/MG', 'Manaus/AM', 'Sao Sebastiao Do Passe/BA', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Vicosa/MG', 'Chapada Dos Guimaraes/MT', 'Belem/PA', 'Cuiaba/MT', 'Rio Claro/SP', 'Londrina/PR', 'Urucuca/BA', 'N/A/MS', 'Murici/AL', 'Ribeirao Preto/SP', 'Maues/AM', 'Santarem/PA', 'Ibate/SP', 'Campinas/SP', 'Cunha/SP', 'Pocos De Caldas/MG', 'Iguape/SP', 'Mogi Guacu/SP', 'Rio Verde/GO', 'Apore/GO', 'Sao Carlos/SP', 'Teodoro Sampaio/SP', 'N/A/ES', 'Itaituba/PA', 'Igarape-acu/PA', 'Sao Miguel Arcanjo/SP', 'Itacoatiara/AM', 'N/A/MG', 'Corumba/MS', 'Pirenopolis/GO', 'Rio De Janeiro/RJ', 'Araraquara/SP', 'Piracicaba/SP', 'Ibirama/SC', 'N/A/PE', 'Sao Paulo/SP', 'N/A/AM', 'N/A/SP, Cedrela fissilis', 'Peruibe/SP', 'Goiania/GO', 'Itirapina/SP', 'Recife/PE', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'N/A/CE', 'Cordeiropolis/SP']]",doi_collectionSite
"['10.1590/S0102-695X2012005000106', 'Ribeirao Preto/SP']","['10.1590/S0102-695X2012005000106', ['Ibirama/SC', 'Sao Carlos/SP', 'Sao Paulo/SP', 'N/A/ES', 'Londrina/PR', 'Pocos De Caldas/MG', 'Sao Miguel Arcanjo/SP', 'Araraquara/SP', 'Mogi Guacu/SP', 'Ibate/SP', 'Campinas/SP', 'Belem/PA', 'Manaus/AM', 'N/A/MG', 'Rio Claro/SP', 'Apore/GO', 'Cordeiropolis/SP', 'Teodoro Sampaio/SP', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Vicosa/MG', 'Peruibe/SP', 'N/A/AM', 'Rio Verde/GO', 'Cuiaba/MT', 'Goiania/GO', 'Recife/PE', 'Rio De Janeiro/RJ', 'Iguape/SP', 'Ribeirao Preto/SP', 'Itirapina/SP', 'Piracicaba/SP', 'N/A/SP', 'Igarape-acu/PA', 'Itaituba/PA', 'Maues/AM', 'Cunha/SP', 'Santarem/PA', 'Urucuca/BA', 'N/A/MS', 'Murici/AL', 'Chapada Dos Guimaraes/MT', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Sao Sebastiao Do Passe/BA', 'Lavras/MG', 'Rifaina/SP', 'Itacoatiara/AM', 'Corumba/MS', 'Pirenopolis/GO', 'N/A/PE', 'N/A/SP, Cedrela fissilis', 'N/A/CE']]",doi_collectionSite
"['10.1016/S0031-9422(00)00323-X', 'Ibirama/SC']","['10.1016/S0031-9422(00)00323-X', ['N/A/ES', 'Ibirama/SC', 'Mogi Guacu/SP', 'Araraquara/SP', 'Manaus/AM', 'Sao Paulo/SP', 'Belem/PA', 'Campinas/SP', 'Sao Miguel Arcanjo/SP', 'N/A/MG', 'Teodoro Sampaio/SP', 'Sao Carlos/SP', 'Cordeiropolis/SP', 'Londrina/PR', 'Pocos De Caldas/MG', 'Ibate/SP', 'Apore/GO', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Cuiaba/MT', 'Rio Claro/SP', 'Goiania/GO', 'Peruibe/SP', 'N/A/AM', 'Recife/PE', 'Vicosa/MG', 'Rio Verde/GO', 'Rio De Janeiro/RJ', 'Ribeirao Preto/SP', 'Iguape/SP', 'Itirapina/SP', 'Piracicaba/SP', 'N/A/SP', 'Igarape-acu/PA', 'Itaituba/PA', 'Maues/AM', 'Cunha/SP', 'Santarem/PA', 'Urucuca/BA', 'N/A/MS', 'Murici/AL', 'Chapada Dos Guimaraes/MT', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Sao Sebastiao Do Passe/BA', 'Lavras/MG', 'Rifaina/SP', 'Itacoatiara/AM', 'Corumba/MS', 'Pirenopolis/GO', 'N/A/PE', 'N/A/SP, Cedrela fissilis', 'N/A/CE']]",doi_collectionSite
"['10.1016/S0031-9422(98)00249-0', 'Mogi Guacu/SP']","['10.1016/S0031-9422(98)00249-0', ['Ibirama/SC', 'Mogi Guacu/SP', 'Araraquara/SP', 'N/A/ES', 'Sao Paulo/SP', 'Manaus/AM', 'Sao Miguel Arcanjo/SP', 'Campinas/SP', 'N/A/MG', 'Sao Carlos/SP', 'Belem/PA', 'Pocos De Caldas/MG', 'Ibate/SP', 'Teodoro Sampaio/SP', 'Apore/GO', 'Cordeiropolis/SP', 'Londrina/PR', 'Peruibe/SP', 'Pocos De Caldas/MG, Lonchocarpus atropurpureus', 'Rio Claro/SP', 'Cuiaba/MT', 'Recife/PE', 'N/A/AM', 'Goiania/GO', 'Vicosa/MG', 'Rio Verde/GO', 'Rio De Janeiro/RJ', 'Ribeirao Preto/SP', 'Iguape/SP', 'Itirapina/SP', 'Piracicaba/SP', 'N/A/SP', 'Igarape-acu/PA', 'Itaituba/PA', 'Maues/AM', 'Cunha/SP', 'Santarem/PA', 'Urucuca/BA', 'N/A/MS', 'Murici/AL', 'Chapada Dos Guimaraes/MT', 'Ribeirao Preto/SP, Nigrospora sphaerica', 'Sao Sebastiao Do Passe/BA', 'Lavras/MG', 'Rifaina/SP', 'Itacoatiara/AM', 'Corumba/MS', 'Pirenopolis/GO', 'N/A/PE', 'N/A/SP, Cedrela fissilis', 'N/A/CE']]",doi_collectionSite
